name,categories,lat,lng,neighborhood,nbhd_lat,nbhd_lng
Discount Food & Liquors,Liquor Store,41.9445,-87.704984,Polish Village,41.9415011,-87.70250209999999
The Salsa Truck,Food Truck,41.940090333547246,-87.7081762870846,Polish Village,41.9415011,-87.70250209999999
Bruges Brothers,Food Truck,41.938483031066376,-87.70646822249142,Polish Village,41.9415011,-87.70250209999999
GNC,Supplement Shop,41.945677,-87.700877,Polish Village,41.9415011,-87.70250209999999
Chris's Billiards,Pool Hall,41.965245597561854,-87.75787661737205,Avondale Gardens,41.9651348,-87.75257959999999
Mr. Hookah,Hookah Bar,41.967992211890085,-87.75298298608804,Avondale Gardens,41.9651348,-87.75257959999999
Windsor Tavern,Bar,41.9631,-87.75703,Avondale Gardens,41.9651348,-87.75257959999999
Ruk Sushi & Thai,Thai Restaurant,41.96139014944554,-87.75505860502072,Avondale Gardens,41.9651348,-87.75257959999999
Babes,Dive Bar,41.961081,-87.75516,Avondale Gardens,41.9651348,-87.75257959999999
Thuis (Grace Zwiefka) Park,Dog Run,41.96609907775075,-87.75052437796302,Avondale Gardens,41.9651348,-87.75257959999999
Plaza Mini Mart,Convenience Store,41.968165,-87.753587,Avondale Gardens,41.9651348,-87.75257959999999
PRO - Technology Professionals,Design Studio,41.96769,-87.75345,Avondale Gardens,41.9651348,-87.75257959999999
Replica Chicago,Gift Shop,41.96108624618393,-87.7548166361328,Avondale Gardens,41.9651348,-87.75257959999999
Ageless Med Spa,Spa,41.96822,-87.753148,Avondale Gardens,41.9651348,-87.75257959999999
Metra Rail UPNW# 640,Light Rail Station,41.96755291859998,-87.75509164229814,Avondale Gardens,41.9651348,-87.75257959999999
Monk's Herb Center,Pharmacy,41.965186337725356,-87.75843195566996,Avondale Gardens,41.9651348,-87.75257959999999
Walgreens,Pharmacy,41.8088905,-87.6658987,Back of the Yards,41.8066775,-87.6679765
Taqueria Atotonilco,Mexican Restaurant,41.80849811115613,-87.66694051845535,Back of the Yards,41.8066775,-87.6679765
Chase Bank,Bank,41.806324,-87.664577,Back of the Yards,41.8066775,-87.6679765
La Internacional,Grocery Store,41.81052552442286,-87.66521530077539,Back of the Yards,41.8066775,-87.6679765
Church's Chicken,Fried Chicken Joint,41.80884622562276,-87.67025755444774,Back of the Yards,41.8066775,-87.6679765
PLS Loan Store,Check Cashing Service,41.809200815154746,-87.6648245299351,Back of the Yards,41.8066775,-87.6679765
Dollar Tree,Discount Store,41.809924,-87.66459499999999,Back of the Yards,41.8066775,-87.6679765
Paleteria Lindo Michoacan,Dessert Shop,41.80836,-87.66877,Back of the Yards,41.8066775,-87.6679765
Atotonilco Tortilleria,Deli / Bodega,41.808316999999995,-87.66786,Back of the Yards,41.8066775,-87.6679765
Big & Tall-Century Fashions,Clothing Store,41.8073381,-87.6645552,Back of the Yards,41.8066775,-87.6679765
Positano's Pizza,Pizza Place,41.805490999999996,-87.665216,Back of the Yards,41.8066775,-87.6679765
Foot Locker,Shoe Store,41.808128790884155,-87.66453891992569,Back of the Yards,41.8066775,-87.6679765
Don Cucos Tacos,Mexican Restaurant,41.808382,-87.671902,Back of the Yards,41.8066775,-87.6679765
Restaurant Las Esperanzas,Mexican Restaurant,41.808637,-87.669621,Back of the Yards,41.8066775,-87.6679765
Su Primera Lavanderia,Laundromat,41.805583,-87.6645,Back of the Yards,41.8066775,-87.6679765
Naple's Pizza,Pizza Place,41.8103,-87.664612,Back of the Yards,41.8066775,-87.6679765
Granados,Liquor Store,41.808382,-87.671902,Back of the Yards,41.8066775,-87.6679765
Redbox,Video Store,41.808598,-87.665607,Back of the Yards,41.8066775,-87.6679765
Pacos Tacos,Mexican Restaurant,41.81050080980803,-87.66534935014093,Back of the Yards,41.8066775,-87.6679765
Huntington Bank,Bank,41.80838912,-87.66819945,Back of the Yards,41.8066775,-87.6679765
La Canica,Convenience Store,41.806593,-87.671932,Back of the Yards,41.8066775,-87.6679765
china lamp,Chinese Restaurant,41.810231,-87.664609,Back of the Yards,41.8066775,-87.6679765
Splurge,Boutique,41.807106018066406,-87.6651840209961,Back of the Yards,41.8066775,-87.6679765
Globe Appliances,Furniture / Home Store,41.80577087402344,-87.66519165039062,Back of the Yards,41.8066775,-87.6679765
Riis Park,Park,41.92388041393665,-87.78118277932818,Belmont Central,41.9274631,-87.7783025
Dunkin',Donut Shop,41.93093659594885,-87.77573450124072,Belmont Central,41.9274631,-87.7783025
Guanajuato,Mexican Restaurant,41.92819577436287,-87.7785947417344,Belmont Central,41.9274631,-87.7783025
Congress Pizza,Pizza Place,41.930896999999995,-87.774557,Belmont Central,41.9274631,-87.7783025
Marco's,Fast Food Restaurant,41.92390413555206,-87.77604317193483,Belmont Central,41.9274631,-87.7783025
Jiffy Lube,Automotive Shop,41.924056993508586,-87.77551388480487,Belmont Central,41.9274631,-87.7783025
Hong Huah,Chinese Restaurant,41.924131,-87.774343,Belmont Central,41.9274631,-87.7783025
Austin & Fullerton,Bus Stop,41.924024,-87.775835,Belmont Central,41.9274631,-87.7783025
Foremost Liquors,Liquor Store,41.93111379470547,-87.77895590738405,Belmont Central,41.9274631,-87.7783025
Riis Pool,Pool,41.92406523810276,-87.78005361557007,Belmont Central,41.9274631,-87.7783025
La Luna Panaderia,Bakery,41.930909597854,-87.78129326225043,Belmont Central,41.9274631,-87.7783025
Lago's Banquets,Latin American Restaurant,41.93091,-87.779341,Belmont Central,41.9274631,-87.7783025
John's Live Poultry,Butcher,41.92357,-87.775476,Belmont Central,41.9274631,-87.7783025
Shell,Gas Station,41.9235,-87.776174,Belmont Central,41.9274631,-87.7783025
Dollar Island,Convenience Store,41.930921000000005,-87.77521,Belmont Central,41.9274631,-87.7783025
Subway,Sandwich Place,41.93095599849822,-87.77574932396749,Belmont Central,41.9274631,-87.7783025
Baskin-Robbins,Ice Cream Shop,41.93096256934514,-87.77569451102772,Belmont Central,41.9274631,-87.7783025
Los Arcos Pizzaria,Pizza Place,41.931324,-87.77861,Belmont Central,41.9274631,-87.7783025
Dollar Tree,Discount Store,41.9316470588235,-87.7381979411765,Belmont Gardens,41.9316982,-87.7343478
PLS Loan Store,Check Cashing Service,41.9317441035718,-87.73692840762635,Belmont Gardens,41.9316982,-87.7343478
Petco,Pet Store,41.931263,-87.72849,Belmont Gardens,41.9316982,-87.7343478
Cozy Corner Restaurant & Pancake House,Diner,41.9318801557345,-87.7366549528091,Belmont Gardens,41.9316982,-87.7343478
Burger King,Fast Food Restaurant,41.93190360962842,-87.74002415011637,Belmont Gardens,41.9316982,-87.7343478
Martha's Grill,Fast Food Restaurant,41.931698,-87.738964,Belmont Gardens,41.9316982,-87.7343478
Hooters,American Restaurant,41.931602,-87.72928,Belmont Gardens,41.9316982,-87.7343478
Taqueria Poncitlan Jalisco,Mexican Restaurant,41.93165806686002,-87.73917178784525,Belmont Gardens,41.9316982,-87.7343478
Porchlight Music Theatre Office,Theater,41.931879339017854,-87.73249272925938,Belmont Gardens,41.9316982,-87.7343478
Spex,Optical Shop,41.931871,-87.737602,Belmont Gardens,41.9316982,-87.7343478
Ocean Design Aquarium,Pet Store,41.945306,-87.81610699999999,Belmont Heights,41.9451265,-87.8143316
Royal Cinema,Multiplex,41.94909413724799,-87.81707410866674,Belmont Heights,41.9451265,-87.8143316
Via Mare Fish Market,Seafood Restaurant,41.945179,-87.816873,Belmont Heights,41.9451265,-87.8143316
Dunning Pourhouse,Bar,41.945377349853516,-87.82034301757812,Belmont Heights,41.9451265,-87.8143316
Ross Dress for Less,Clothing Store,41.93760267,-87.83523,Belmont Terrace,41.9414218,-87.83287120000001
Goody Fast Food,Fast Food Restaurant,41.937587714068144,-87.83298338086055,Belmont Terrace,41.9414218,-87.83287120000001
Hallmark,Gift Shop,41.937124962280215,-87.83385985596051,Belmont Terrace,41.9414218,-87.83287120000001
Currency Exchange,Currency Exchange,41.937164306640625,-87.83329010009766,Belmont Terrace,41.9414218,-87.83287120000001
Forest View Automotive,Automotive Shop,41.94144,-87.832353,Belmont Terrace,41.9414218,-87.83287120000001
Caviar Salon,Salon / Barbershop,41.937857,-87.83171,Belmont Terrace,41.9414218,-87.83287120000001
Great Clips,Salon / Barbershop,41.93726108417269,-87.83287838101387,Belmont Terrace,41.9414218,-87.83287120000001
Belmont/Cumberland CTA Terminal,Bus Station,41.938228607177734,-87.83592987060547,Belmont Terrace,41.9414218,-87.83287120000001
Dunkin',Donut Shop,41.93726456390333,-87.83312068394915,Belmont Terrace,41.9414218,-87.83287120000001
Subway,Sandwich Place,41.9375457005969,-87.83377087419836,Belmont Terrace,41.9414218,-87.83287120000001
Baskin-Robbins,Ice Cream Shop,41.93726746389387,-87.83315132270184,Belmont Terrace,41.9414218,-87.83287120000001
Cumberland And Belmont,Intersection,41.93768813502604,-87.836096735483,Belmont Terrace,41.9414218,-87.83287120000001
The Plaza,Shopping Mall,41.717033503293536,-87.68207198112539,Beverly,41.7171204,-87.6761796
Southtown Health Foods,Grocery Store,41.721257,-87.674822,Beverly,41.7171204,-87.6761796
Barraco's Beverly,Italian Restaurant,41.720729999999996,-87.67506,Beverly,41.7171204,-87.6761796
Beverly Hills Foods,Convenience Store,41.7212394801094,-87.67704385667543,Beverly,41.7171204,-87.6761796
Hearty Cafe Pancake House,Breakfast Spot,41.71828383517451,-87.68170062728929,Beverly,41.7171204,-87.6761796
Giordano's,Pizza Place,41.71862390280619,-87.68150524066186,Beverly,41.7171204,-87.6761796
Giordano's Famous Stuffed Pizza,Pizza Place,41.718612,-87.681529,Beverly,41.7171204,-87.6761796
Andriana Furs,Women's Store,41.720729,-87.677378,Beverly,41.7171204,-87.6761796
Fontano's subs,Deli / Bodega,41.72090854313916,-87.67688411816074,Beverly,41.7171204,-87.6761796
Top-Notch Beefburgers,Burger Joint,41.72128065522127,-87.67538223208113,Beverly,41.7171204,-87.6761796
Desi's,Cosmetics Shop,41.721091,-87.676218,Beverly,41.7171204,-87.6761796
Kingston's Jerk Chicken,Caribbean Restaurant,41.720707,-87.678828,Beverly,41.7171204,-87.6761796
Epic Luxury Boutique,Boutique,41.721247,-87.676621,Beverly,41.7171204,-87.6761796
Petco,Pet Store,41.71775817871094,-87.68208312988281,Beverly,41.7171204,-87.6761796
Just Turkey,BBQ Joint,41.71851750872797,-87.68190004078518,Beverly,41.7171204,-87.6761796
Dunkin',Donut Shop,41.74940090664942,-87.68258488499328,Beverly View,41.7485315,-87.6815352
Sharks Fish and Chicken,Fast Food Restaurant,41.750855,-87.68334899999999,Beverly View,41.7485315,-87.6815352
